<sha256 _hashlib.HASH object @ 0x13e038c50>,"wefly laptop adapter compatible with 85w m2 for pro retina 15"", 17"" a1260 a1286 a1297 85 w adapter",2199.0,https://www.flipkart.com/wefly-laptop-adapter-compatible-85w-m2-pro-retina-15-17-a1260-a1286-a1297-85-w/p/itme66caf565930f?pid=ACCGMWBS64WWCNES&lid=LSTACCGMWBS64WWCNESOBCHN8&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_25&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGMWBS64WWCNES.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c30>,"lapower 60w magsafe 13""mb881ll/a charger 60 w adapter",1699.0,https://www.flipkart.com/lapower-60w-magsafe-13-mb881ll-a-charger-60-w-adapter/p/itmesgynnmkenvma?pid=ACCESGYN5F2GAHQJ&lid=LSTACCESGYN5F2GAHQJ7VSOHC&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_26&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCESGYN5F2GAHQJ.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c70>,lapower 60w magsafe mb063b 60 w adapter,1699.0,https://www.flipkart.com/lapower-60w-magsafe-mb063b-60-w-adapter/p/itmesywhsxh6awuj?pid=ACCESYWH5YQVRSME&lid=LSTACCESYWH5YQVRSMEB5QXBB&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_27&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCESYWH5YQVRSME.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c50>,"wefly 61w type-c laptop adapter compatible with mb pro 13” 20.3v,3a 2016 usb pd/qc 3.0 61 w adapter",3399.0,https://www.flipkart.com/wefly-61w-type-c-laptop-adapter-compatible-mb-pro-13-20-3v-3a-2016-usb-pd-qc-3-0-61-w/p/itmc3e4e9eda5c72?pid=ACCGMW6PHUMCYHN3&lid=LSTACCGMW6PHUMCYHN3M8CSBT&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_28&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGMW6PHUMCYHN3.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c30>,sellzone 20.3v 3a 61w charger for mac book pro 13 inch/12 inch included usb-c to usb-c 61 w adapter,2499.0,https://www.flipkart.com/sellzone-20-3v-3a-61w-charger-mac-book-pro-13-inch-12-inch-included-usb-c-61-w-adapter/p/itm3bdb7f4052501?pid=ACCGKTFCK4VBKFHG&lid=LSTACCGKTFCK4VBKFHGDMLPPP&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_29&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGKTFCK4VBKFHG.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c70>,sp infotech 29w usb c 30 w adapter,2999.0,https://www.flipkart.com/sp-infotech-29w-usb-c-30-w-adapter/p/itmffa328badbb21?pid=ACCFWJHFH9MMKVWE&lid=LSTACCFWJHFH9MMKVWEPJWALS&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_30&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCFWJHFH9MMKVWE.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c50>,e-pro ep_charger_07 61 w adapter,3499.0,https://www.flipkart.com/e-pro-ep-charger-07-61-w-adapter/p/itm6c648e275d468?pid=ACCG9GFWZWKPZPGY&lid=LSTACCG9GFWZWKPZPGYEA5U5O&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_31&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCG9GFWZWKPZPGY.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c30>,sellzone 16.5v 3.65a 60w laptop adapter charger for mac book pro 13”/mb mb403j/a 60 w adapter,1923.0,https://www.flipkart.com/sellzone-16-5v-3-65a-60w-laptop-adapter-charger-mac-book-pro-13-mb-mb403j-a-60-w/p/itm3d8bed0f52aed?pid=ACCGKTF3RD6NRFRF&lid=LSTACCGKTF3RD6NRFRFTTPRXH&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_32&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGKTF3RD6NRFRF.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c70>,techsonic 29w usb-c with usb-c cable (1m) 30 w adapter,1709.0,https://www.flipkart.com/techsonic-29w-usb-c-cable-1m-30-w-adapter/p/itm69b293788a2f2?pid=ACCGHWHJGUWPYHJH&lid=LSTACCGHWHJGUWPYHJHEFUQBS&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_33&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGHWHJGUWPYHJH.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c50>,wefly 61w type-c 3.1 adapter for mb pro 13-inch a1707 a1718 2016 laptop - laoydlr6525 61 w adapter,3299.0,https://www.flipkart.com/wefly-61w-type-c-3-1-adapter-mb-pro-13-inch-a1707-a1718-2016-laptop-laoydlr6525-61-w/p/itmce88b87b3cb7f?pid=ACCGMVHYZRBPPGXG&lid=LSTACCGMVHYZRBPPGXGINKUMN&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_34&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGMVHYZRBPPGXG.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c30>,lapcare lapt7w6861 87 w adapter,1299.0,https://www.flipkart.com/lapcare-lapt7w6861-87-w-adapter/p/itm039f9fba18f74?pid=ACCFTEJ3Q3PFEGJF&lid=LSTACCFTEJ3Q3PFEGJFDXGG9R&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_35&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCFTEJ3Q3PFEGJF.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c70>,"amazze magsafe1 laptop charger for pro 13"" mc374zp/a magsafe 60 w adapter",2199.0,https://www.flipkart.com/amazze-magsafe1-laptop-charger-pro-13-mc374zp-a-magsafe-60-w-adapter/p/itmd21926286abcc?pid=ACCFZ3785TSMKAXZ&lid=LSTACCFZ3785TSMKAXZRROE3L&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_36&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCFZ3785TSMKAXZ.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c50>,lapcare universal 87w type-c compatible adapter 87 w adapter,1398.0,https://www.flipkart.com/lapcare-universal-87w-type-c-compatible-adapter-87-w/p/itm4128bd64e898b?pid=ACCGF8SAGGPVH9SG&lid=LSTACCGF8SAGGPVH9SGCZ8YPW&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_37&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGF8SAGGPVH9SG.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c30>,sellzone laptop 16.5v 3.65a charger 60 adapter,1699.0,https://www.flipkart.com/sellzone-laptop-16-5v-3-65a-charger-60-adapter/p/itmf6evxhcdz6vqs?pid=ACCF6EFEZGRUXGTY&lid=LSTACCF6EFEZGRUXGTYGZTXCJ&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_38&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCF6EFEZGRUXGTY.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c70>,"wistar macbook pro charger, 61w usb c pro 13 inch/12 inch usb-c to usb-c charge 61 w adapter",3699.0,https://www.flipkart.com/wistar-macbook-pro-charger-61w-usb-c-13-inch-12-inch-usb-c-charge-61-w-adapter/p/itm36bfbdfc11c28?pid=ACCGACFHHAZG5GZV&lid=LSTACCGACFHHAZG5GZVQX8RSB&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_39&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGACFHHAZG5GZV.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e038c50>,ipro 85w magsafe2 laptop charger for retina display 85 w adapter,2299.0,https://www.flipkart.com/ipro-85w-magsafe2-laptop-charger-retina-display-85-w-adapter/p/itma2998c75729c5?pid=ACCGDQGHCQXGGMJV&lid=LSTACCGDQGHCQXGGMJVYLCPHD&marketplace=FLIPKART&q=macbook+pro+charger&store=6bo%2Fai3%2F8p1&srno=s_1_40&otracker=search&fm=organic&iid=17cae19a-b736-432b-bbb9-73c28f41c72e.ACCGDQGHCQXGGMJV.SEARCH&ppt=None&ppn=None&ssid=uws3gqz1yo0000001680756371095&qH=603fb8a8de370702
<sha256 _hashlib.HASH object @ 0x13e366690>,"portronics adapto iii:dual usb port with ac socket ,white (por 1372)",359.0,https://www.snapdeal.com/product/portronics-34a-wall-charger/640692433850
<sha256 _hashlib.HASH object @ 0x13e366690>,"nbox usb wall adapter with cable 2.4a (12watt)charging single usb port for all ios & android devices samsung ,redmi , xiaomi, one plus,realme,vivo ,oppo, huawei,asus bis certified (white)",249.0,https://www.snapdeal.com/product/nbox-usb-24a-wall-charger/632913180404
